seed,method,task,consumer,metric,stress_factor,source_direction,direction_normalized,level_count,minimum_level,maximum_level,baseline_score,maximum_stress_score,maximum_stress_change,degradation_slope
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,snr_degradation_db,lower,higher_is_better,4,0.0,25.0,-4.53125,-4.287326388888889,0.24392361111111072,0.26198866607364285
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_detection_delay_s,timestamp_jitter_ms,lower,higher_is_better,4,0.0,100.0,-4.53125,-4.6485623003194885,-0.11731230031948847,-0.12828539816811615
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,absolute_clock_drift_ppm,higher,higher_is_better,4,0.0,250.0,0.19616718640156142,0.1686877358752359,-0.027479450526325527,-0.019085417104390223
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,absolute_clock_offset_s,higher,higher_is_better,4,0.0,3.0,0.19616718640156142,0.20169264329420578,0.005525456892644359,0.013079542474348822
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,additional_physiology_lag_s,higher,higher_is_better,4,2.0,30.0,0.1922244422244422,0.19312388847750692,0.0008994462530647063,-0.007151492080472541
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,contiguous_gap_s,higher,higher_is_better,4,0.0,30.0,0.19616718640156142,0.1726511518452308,-0.02351603455633061,-0.024611797259236068
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,random_missing_rate,higher,higher_is_better,4,0.0,0.5,0.19616718640156142,0.21528804035697416,0.019120853955412742,0.010727652316967273
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,snr_degradation_db,higher,higher_is_better,4,0.0,25.0,0.19616718640156142,0.20053846249424812,0.004371276092686699,0.006199012404696319
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_1s,timestamp_jitter_ms,higher,higher_is_better,4,0.0,100.0,0.19616718640156142,0.17361220954970955,-0.02255497685185187,-0.018226898733506587
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_2s,absolute_clock_drift_ppm,higher,higher_is_better,4,0.0,250.0,0.3221701909201909,0.29658762822825324,-0.02558256269193765,-0.01771351994566273
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_2s,absolute_clock_offset_s,higher,higher_is_better,4,0.0,3.0,0.3221701909201909,0.3217824565480815,-0.0003877343721093718,0.003558517724450923
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_2s,additional_physiology_lag_s,higher,higher_is_better,4,2.0,30.0,0.3229547362359862,0.3093456296992481,-0.01360910653673808,-0.01850931719352764
17,chronaris,simulated_maneuver_state_segmentation,causal_tcn_duration,boundary_f1_2s,contiguous_gap_s,higher,higher_is_better,4,0.0,30.0,0.3221701909201909,0.2733974054697739,-0.04877278545041697,-0.04407915525455465
